FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
"Paine, Hamblen, Coffin, Brooke & Miller",2000,0,196*,0,1
Parker Chapin Flattau & Klimpl,2000,0,196*,0,1
Quarles & Brady,2000,0,196*,0,1
Riordan & McKinzie,2000,0,196*,0,1
Rutan & Tucker (CA),2000,0,196*,0,1
Shefsky & Froelich,2000,0,196*,0,1
Sommer & Barnard,2000,0,196*,0,1
Stoel Rives LLP,2000,0,196*,0,1
Torys,2000,0,196*,0,1
Troop Steuber Pasich Reddick & Tobey LLP,2000,0,196*,0,1
Waller Lansden Dortch & Davis,2000,0,196*,0,1
"Wildman,Harrold,Allen,Dixon & Mcdonnell",2000,0,196*,0,1
Wilmer Cutler & Pickering,2000,0,196*,0,1
"Winstead, Sechrest & Minick",2000,0,196*,0,1
"Wyrick, Robbins, Yates & Ponton",2000,0,196*,0,2
Hunton & Williams,2001,17834.4,1,23.9,2
Simpson Thacher & Bartlett,2001,8027.2,2,10.8,5
Sullivan & Cromwell,2001,6957.5,3,9.3,1
Debevoise & Plimpton,2001,5224.5,4,7,3
"Cravath, Swaine & Moore",2001,4140,5,5.5,1
"Skadden, Arps, Slate, Meagher & Flom",2001,4050.4,6,5.4,15
Willkie Farr & Gallagher,2001,4048.3,7,5.4,2
Sidley & Austin,2001,2328.4,8,3.1,1
Bell Boyd & Lloyd,2001,2104.5,9,2.8,22
Baker & Daniels,2001,1987.2,10,2.7,1
Baker & Botts,2001,1954,11,2.6,2
Ropes & Gray,2001,1331.3,12,1.8,6
Shearman & Sterling,2001,1101.5,13,1.5,3
Bracewell & Patterson,2001,1047.4,14,1.4,1
Vinson & Elkins LLP,2001,1000.7,15,1.3,7
Blackwell Sanders Peper Martin LLP,2001,958.8,16,1.3,1
Wilson Sonsini Goodrich & Rosati,2001,671.9,17,0.9,9
Sidley Austin Brown & Wood,2001,576.2,18,0.8,3
Latham & Watkins,2001,573.3,19,0.8,3
Cleary Gottlieb Steen & Hamilton,2001,533.6,20,0.7,1
"Akin, Gump, Strauss, Hauer & Feld",2001,511.4,21,0.7,3
Wachtell Lipton Rosen & Katz,2001,442,22,0.6,1
White & Case LLP,2001,398.1,23,0.5,2
Fried Frank Harris Shriver & Jacobson,2001,392.8,24,0.5,2
"Paul, Weiss",2001,391,25,0.5,1
Torys,2001,308.6,26,0.4,1
Cooley Godward LLP,2001,289.7,27,0.4,6
Kramer Levin Naftalis & Frankel,2001,288,28,0.4,1
Dorsey & Whitney LLP,2001,241.4,29,0.3,4
Dechert,2001,196.7,30,0.3,1
Fenwick & West LLP,2001,184,31,0.3,2
Riordan & McKinzie,2001,183.3,32,0.3,1
"Allen, Matkins, Leck & Mallory LLP",2001,171.6,33,0.2,2
Morrison & Foerster,2001,165.6,34,0.2,1
O Sullivan Graer & Karabell LLP,2001,153,35,0.2,1
Proskauer Rose LLP,2001,152.7,36,0.2,1
Moore & Van Allen PLLC,2001,150,37,0.2,1
Brobeck Phleger & Harrison LLP,2001,149.5,38,0.2,2
Andrews Kurth LLP,2001,126.8,39,0.2,1
Orrick Herrington & Sutcliffe LLP,2001,124.2,40,0.2,1
O'Melveny & Myers,2001,123.5,41,0.2,1
Hutchins Wheeler & Dittmar,2001,112.3,42,0.2,2
Testa Hurwitz & Thibeault,2001,112,43,0.2,2
Pillsbury Winthrop LLP,2001,109.6,44,0.2,2
Gibson Dunn & Crutcher,2001,108.3,45,0.1,1
Cahill Gordon & Reindel,2001,101.8,46,0.1,1
Kelly Hart & Hallman,2001,100.1,47,0.1,1
Donahue Ernst & Young LLP,2001,92.2,48,0.1,1
Seward & Kissel,2001,84,49,0.1,1
Heller Ehrman White & McAuliffe,2001,75.9,50,0.1,2
Cooley Godward Castro Huddleson & Tatum,2001,73.5,51,0.1,1
Patterson Belknap Webb & Tyler,2001,59.4,52,0.1,1
"Souza, Cescon, Avedissian, Barrieu e Flesch",2001,51.4,53,0.1,1
Winston & Strawn,2001,51,54,0.1,1
McCutchen Doyle Brown & Enersen LLP,2001,50,55,0.1,1
Armstrong Teasdale LLP,2001,49,56*,0.1,1
Venture Law Group,2001,49,56*,0.1,1
"Satterlee, Stephens, Burke & Burke",2001,48.9,58,0.1,1
Kirkpatrick & Lockhart LLP,2001,40,59,0.1,1
Howard Rice Nemerovsky Canady Falk & Rabkin,2001,26.9,60*,0,1
"Howard, Rice, Nemerovski, Canady",2001,26.9,60*,0,1
Lane Powell Spears Lubersky LLC,2001,20,62,0,1
Stoel Rives LLP,2001,12,63,0,1
"Milberg, Weiss, Bershad, Specthrie & Lerach",2001,10.5,64,0,1
Tonkon Torp LLP,2001,10.4,65,0,1
Crowe & Dunlevy (OK),2001,10,66,0,1
"Sichenzia Ross & Friedman, LLP",2001,9,67,0,1
"McBreen, McBreen & Kopka",2001,8.4,68,0,1
Lehman & Eilen,2001,8.1,69,0,1
Foley & Lardner,2001,8,70*,0,1
"James M. Carabina, Esq.",2001,8,70*,0,1
Briggs and Morgan (MN),2001,6.8,72,0,1
Gowling Strathy & Henderson,2001,5.2,73,0,1
McCullough O'Connor Irwin,2001,0.2,74,0,1
Bass Berry & Sims PLC,2001,0,75*,0,1
Bingham Dana LLP,2001,0,75*,0,2
Berliner Zisser Walter & Gallegos,2001,0,75*,0,1
Epstein Becker & Green PC,2001,0,75*,0,1
Fulbright & Jaworski,2001,0,75*,0,1
Hale & Dorr LLP,2001,0,75*,0,1
Katten Muchin & Zavis,2001,0,75*,0,1
Jones Day Reavis & Pogue,2001,0,75*,0,1
Kirkland & Ellis,2001,0,75*,0,1
McAfee & Taft,2001,0,75*,0,1
Michael Best & Friedrich,2001,0,75*,0,1
Milbank Tweed Hadley & McCloy,2001,0,75*,0,1
"Neuman & Drennen, LLC",2001,0,75*,0,1
Snell & Wilmer,2001,0,75*,0,1
Stradling Yocca Carlson & Rauth,2001,0,75*,0,1
Troy & Gould Professional Corp.,2001,0,75*,0,1
Ziegler Ziegler & Altman,2001,0,75*,0,1
"Skadden, Arps, Slate, Meagher & Flom",2002,6994,1,12.2,26
"Cravath, Swaine & Moore",2002,5190.9,2,9.1,3
Wilmer Cutler & Pickering,2002,4866.2,3,8.5,1
Sullivan & Cromwell,2002,4534.1,4,7.9,2
Bell Boyd & Lloyd,2002,4461.5,5,7.8,21
Ropes & Gray,2002,3129,6,5.5,10
Simpson Thacher & Bartlett,2002,2711.3,7,4.7,6
Kirkpatrick & Lockhart LLP,2002,2311.6,8,4,19
Latham & Watkins,2002,1620.1,9,2.8,5
Vinson & Elkins LLP,2002,1599.2,10,2.8,6
Hale & Dorr LLP,2002,1540,11,2.7,5
Conyers Dill & Pearman,2002,1487,12,2.6,1
Irell & Manella,2002,1139.3,13,2,2
Wachtell Lipton Rosen & Katz,2002,1127,14,2,1
Weil Gotshal & Manges,2002,982.1,15,1.7,3
Bingham Dana LLP,2002,907.2,16,1.6,1
"Akin, Gump, Strauss, Hauer & Feld",2002,879.8,17,1.5,3
King & Spalding,2002,850,18,1.5,2
Hogan & Hartson,2002,786.6,19,1.4,1
Willkie Farr & Gallagher,2002,714.3,20,1.3,3
Cahill Gordon & Reindel,2002,618.1,21,1.1,2
Kirkland & Ellis,2002,615.3,22,1.1,3
Vedder Price Kaufman & Kammholz,2002,600,23,1.1,1
Fried Frank Harris Shriver & Jacobson,2002,592.3,24,1,3
Ballard Spahr Andrews & Ingersoll,2002,543.8,25,1,1
LeBoeuf Lamb Greene & MacRae,2002,520.9,26,0.9,2
Andrews & Kurth Mayor Day Caldwell & Keeton LLP,2002,496.8,27,0.9,1
Alston & Bird,2002,469.2,28,0.8,2
Seward & Kissel,2002,469.1,29,0.8,3
Wilson Sonsini Goodrich & Rosati,2002,433.2,30,0.8,8
"Robinson, Silverman, Pearce, Aronsohn & Berman (NY",2002,373.8,31,0.7,1
Winston & Strawn,2002,368.4,32,0.6,3
"Paul, Weiss",2002,310.5,33,0.5,1
Debevoise & Plimpton,2002,297.5,34,0.5,1
Gibson Dunn & Crutcher,2002,285.2,35,0.5,3
Cooley Godward LLP,2002,269,36,0.5,1
Sullivan & Worcester LLP,2002,255.8,37,0.5,2
"Kaye, Scholer LLP",2002,255,38,0.5,1
McDermott Will & Emery,2002,243.6,39,0.4,1
O'Sullivan Graev & Karabell LLP,2002,241.5,40,0.4,1
Buchanan Ingersoll Professional Corp,2002,201.2,41,0.4,1
Dickstein Shapiro Morin & Oshinsky,2002,195.6,42,0.3,2
Brobeck Phleger & Harrison LLP,2002,182.2,43,0.3,2
Baker Donelson Bearman & Caldwell,2002,180,44,0.3,1
"McDonald,Carano,Wilson,Bergin, Frankovich & Hicks",2002,170,45,0.3,1
Foley & Lardner,2002,156.9,46,0.3,1
Clifford Chance,2002,156,47*,0.3,1
Dickson Minto,2002,156,47*,0.3,1
Stikeman Elliott (Canada),2002,156,47*,0.3,1
Perkins Coie,2002,135.3,50,0.2,2
Dechert,2002,130.4,51,0.2,2
Jenkens & Gilchrist,2002,115.1,52,0.2,1
Baker Botts LLP,2002,101.1,53,0.2,2
Palmer & Dodge,2002,97.8,54*,0.2,1
Waller Lansden Dortch & Davis,2002,97.8,54*,0.2,1
Jones Day Reavis & Pogue,2002,85,56,0.2,1
"Choate, Hall & Stewart LLP",2002,82.8,57,0.1,1
Piper Rudnick LLP,2002,76.5,58,0.1,1
Greenberg Traurig,2002,69.3,59,0.1,2
Hunton & Williams,2002,67.2,60,0.1,1
Goodwin Procter LLP,2002,65,61,0.1,1
ShawPittman LLP,2002,60.9,62,0.1,1
O'Melveny & Myers,2002,60.5,63,0.1,1
Kelley Drye & Warren,2002,56.4,64,0.1,2
Fenwick & West LLP,2002,54,65,0.1,1
Katten Muchin & Zavis,2002,51.4,66,0.1,1
Swidler Berlin Shereff Friedman LLP,2002,50.7,67,0.1,1
"Maynard, Cooper & Gale",2002,49.5,68,0.1,1
"Cadwalader, Wickersham & Taft",2002,38.9,69,0.1,1
Morgan Lewis & Bockius,2002,37.5,70,0.1,1
Covington & Burling,2002,34,71,0.1,1
Orrick Herrington & Sutcliffe LLP,2002,32.8,72,0.1,1
Dorsey & Whitney LLP,2002,27.8,73,0.1,2
Moss & Barnett,2002,20,74,0,1
Milbank Tweed Hadley & McCloy,2002,15.6,75,0,1
Ellenoff Grossman Schole & Cyruli,2002,10.5,76,0,1
"Harter, Secrest & Emery",2002,10,77*,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2002,10,77*,0,1
Squire Sanders & Dempsey (US) LLP,2002,9.8,79,0,1
"Windels Marx Lane & Mittendorf, LLP",2002,9.1,80,0,1
Holland & Knight LLP,2002,8,81,0,1
Gorsuch Kirgis L.L.C.,2002,6,82,0,1
Cohen & Grigsby,2002,0,83*,0,1
Drinker Biddle & Reath LLP,2002,0,83*,0,1
Hutchison & Mason PLLC,2002,0,83*,0,1
Morris Manning & Martin LLP,2002,0,83*,0,1
"Paul, Hastings, Janofsky & Walker",2002,0,83*,0,1
Pollet Richardson & Patel,2002,0,83*,0,1
Pillsbury Winthrop LLP,2002,0,83*,0,2
Sachs Sax Klein,2002,0,83*,0,1
Shearman & Sterling,2002,0,83*,0,1
Debevoise & Plimpton,2003,7339.2,1,13.6,2
King and Wood,2003,6949.7,2,12.8,1
Kirkpatrick & Lockhart LLP,2003,5588.9,3,10.3,11
"Skadden, Arps, Slate, Meagher & Flom",2003,5347,4,9.9,11
Ropes & Gray,2003,5190.3,5,9.6,7
Bell Boyd & Lloyd,2003,4881.4,6,9,8
Sidley Austin Brown & Wood,2003,2748.6,7,5.1,7
Simpson Thacher & Bartlett,2003,2740.9,8,5.1,10
Bingham McCutchen LLP,2003,2388,9,4.4,3
Willkie Farr & Gallagher,2003,1865.3,10,3.5,4
Sullivan & Worcester LLP,2003,1862.5,11,3.4,4
Venable Baetjer & Howard,2003,1820,12,3.4,3
Hale & Dorr LLP,2003,1713.6,13,3.2,6
Latham & Watkins,2003,1677.9,14,3.1,7
Morgan Lewis & Bockius,2003,982.7,15,1.8,4
"Paul, Hastings, Janofsky & Walker",2003,980.7,16,1.8,3
Hunton & Williams,2003,867.5,17,1.6,2
Davis Polk & Wardwell,2003,855.7,18,1.6,3
LeBoeuf Lamb Greene & MacRae,2003,816.3,19,1.5,2
Chapman & Cutler,2003,765.5,20,1.4,3
Foley & Lardner,2003,698.8,21,1.3,3
Fried Frank Harris Shriver & Jacobson,2003,672.2,22,1.2,3
Werkmans,2003,536.7,23,1,1
"Venable, Baetjer, Howard and Civiletti,LLP",2003,516,24,1,3
Gray Cary Ware & Freidenrich,2003,468.8,25,0.9,3
Jones Day,2003,462,26,0.9,1
Schulte Roth & Zabel LLP,2003,459,27,0.9,2
Hogan & Hartson,2003,452.2,28,0.8,2
Cooley Godward LLP,2003,408.9,29,0.8,5
Wilson Sonsini Goodrich & Rosati,2003,298.5,30,0.6,3
O'Melveny & Myers,2003,282.1,31,0.5,2
Clifford Chance,2003,275,32,0.5,2
Appleby Spurling & Kempe,2003,272.3,33,0.5,1
Holland & Hart,2003,259.5,34,0.5,2
Blackwell Sanders Peper Martin LLP,2003,251.8,35*,0.5,1
Gowling Lafleur Henderson LLP,2003,251.8,35*,0.5,1
Jones Walker Waechter Poitevent Carrere & Denegre,2003,251.8,35*,0.5,1
Torys,2003,251.8,35*,0.5,1
Venable LLP,2003,251.8,35*,0.5,1
Kirkland & Ellis,2003,241.3,40,0.5,2
"Gersten, Savage, Kaplowitz, Wolf & Marcus LLP",2003,203.5,41,0.4,1
Andrews Kurth LLP,2003,202.5,42,0.4,1
"Keating, Muething & Klekamp",2003,200,43,0.4,1
Walkers,2003,190.6,44,0.4,1
Richards Layton & Finger,2003,183,45,0.3,1
Cahill Gordon & Reindel,2003,180.3,46*,0.3,1
"Perry, Guthery, Haase & Gessford",2003,180.3,46*,0.3,1
Bryan Cave LLP,2003,176.8,48,0.3,1
Baker Donelson Bearman & Caldwell,2003,167.4,49,0.3,1
Ballard Spahr Andrews & Ingersoll,2003,148.2,50,0.3,1
Scudder Law Firm,2003,146.6,51,0.3,1
Wachtell Lipton Rosen & Katz,2003,134.1,52,0.3,1
Mcdermott Will & Emery,2003,132.8,53,0.3,1
Shearman & Sterling,2003,130.4,54,0.2,1
Fenwick & West LLP,2003,96.6,55,0.2,1
White & Case LLP,2003,90,56,0.2,1
Boughton Peterson Yang Anderson,2003,84.6,57*,0.2,1
Commerce & Finance Law Offices,2003,84.6,57*,0.2,1
Maples & Calder,2003,84.6,57*,0.2,1
Pillsbury Winthrop LLP,2003,78.3,60,0.1,1
Patton Boggs,2003,75.9,61,0.1,1
Heller Ehrman White & McAuliffe,2003,75.1,62,0.1,1
"Winstead, Sechrest & Minick",2003,66.8,63,0.1,1
Loeb & Loeb,2003,62.4,64,0.1,1
Alston & Bird,2003,62.1,65,0.1,1
"Duane, Morris & Heckscher",2003,60,66*,0.1,1
McCarter & English,2003,60,66*,0.1,1
"Blank, Rome, Comisky & Mccauley",2003,59.3,68,0.1,1
Testa Hurwitz & Thibeault,2003,52.5,69,0.1,1
Fredrikson & Byron,2003,51,70,0.1,1
Venture Law Group,2003,30.8,71,0.1,1
Carlton Fields Ward Emmanuel,2003,19.2,72,0,1
Katten Muchin Zavis Rosenman,2003,12.5,73,0,1
"Larkin, Hoffman, Daly & Lindgren",2003,11.5,74*,0,1
"Luce, Forward, Hamilton & Scripps",2003,11.5,74*,0,1
"Igler & Dougherty, P.A.",2003,9,76,0,1
Robinson & Cole,2003,6.5,77,0,1
"Skadden, Arps, Slate, Meagher & Flom",2004,10460.8,1,11,29
Simpson Thacher & Bartlett,2004,9148.7,2,9.6,15
Maples and Calder Asia,2004,5982.1,3,6.3,4
Venable LLP,2004,5532.1,4,5.8,18
Slaughter and May,2004,5409.1,5*,5.7,1
Shearman & Sterling,2004,5409.1,5*,5.7,1
Jingtian & Gongcheng,2004,5409.1,5*,5.7,1
Bell Boyd & Lloyd,2004,4095.3,8,4.3,5
Kirkpatrick & Lockhart LLP,2004,4093.8,9,4.3,9
Weil Gotshal & Manges,2004,3838.1,10,4,4
Sullivan & Cromwell,2004,3628.3,11,3.8,7
Latham & Watkins,2004,3302.7,12,3.5,15
Shearman & Sterling LLP,2004,2730.4,13,2.9,10
Haiwen & Partners,2004,2624.6,14*,2.8,1
Linklaters,2004,2624.6,14*,2.8,1
Wilson Sonsini Goodrich & Rosati,2004,2502.2,16,2.6,11
Bingham McCutchen LLP,2004,2459.6,17,2.6,8
Vedder Price Kaufman & Kammholz,2004,2422.5,18,2.5,2
O'Melveny & Myers,2004,2172.7,19,2.3,6
Conyers Dill & Pearman,2004,2172.6,20,2.3,8
Ropes & Gray,2004,1921.1,21,2,5
Mayer Brown Rowe & Maw,2004,1895.7,22,2,6
Wachtell Lipton Rosen & Katz,2004,1690.3,23,1.8,1
Chapman & Cutler,2004,1578,24,1.7,7
Hale & Dorr LLP,2004,1458.9,25,1.5,5
Skadden Arps Slate Meagher & Flom (International),2004,1350,26,1.4,1
Ballard Spahr Andrews & Ingersoll,2004,1283,27,1.4,2
Sidley Austin Brown & Wood,2004,1218.7,28,1.3,6
Debevoise & Plimpton,2004,1182.6,29,1.2,4
"Paul, Weiss",2004,1105.9,30,1.2,3
Willkie Farr & Gallagher,2004,1100.8,31,1.2,4
Morgan Lewis & Bockius,2004,1031.8,32,1.1,7
Hogan & Hartson,2004,1025.2,33,1.1,5
Pepper Hamilton LLP,2004,1012,34,1.1,1
Piper Rudnick LLP,2004,1009,35,1.1,3
Dechert,2004,938.5,36,1,4
"Cravath, Swaine & Moore",2004,933.8,37,1,1
Kirkland & Ellis,2004,920.2,38,1,5
Greenberg Traurig,2004,918.5,39,1,4
Clifford Chance,2004,896.1,40,0.9,6
"Paul, Hastings, Janofsky & Walker",2004,855.6,41,0.9,2
Gibson Dunn & Crutcher,2004,808.7,42,0.9,5
Cooley Godward LLP,2004,806.9,43,0.9,12
Lionel Sawyer & Collins,2004,794.1,44,0.8,1
WilmerHale,2004,785.7,45,0.8,5
Commerce & Finance Law Offices,2004,651.5,46,0.7,4
Patton Boggs,2004,642.9,47,0.7,4
Morrison & Foerster,2004,638,48,0.7,8
Hunton & Williams,2004,616.6,49,0.7,4
Mattos Filho Veiga Filho Marrey Jr,2004,609.6,50,0.6,2
Alston & Bird,2004,603.7,51,0.6,3
"Kaye, Scholer LLP",2004,573.8,52,0.6,1
Pillsbury Winthrop LLP,2004,561.5,53,0.6,6
Bartlit Beck Herman Palenchar & Scott,2004,530.7,54,0.6,1
Blackwell Sanders Peper Martin LLP,2004,508.2,55,0.5,2
Grandall Legal Group,2004,506.9,56,0.5,1
Dorsey & Whitney LLP,2004,464.8,57,0.5,2
Miles & Stockbridge (MD),2004,460,58,0.5,1
Winston & Strawn,2004,451.9,59,0.5,2
"Akin, Gump, Strauss, Hauer & Feld",2004,448.8,60,0.5,2
Faegre & Benson,2004,442,61,0.5,3
Stroock & Stroock & Lavan,2004,440.9,62,0.5,4
Gray Cary Ware & Freidenrich,2004,435.9,63,0.5,3
Heller Ehrman White & McAuliffe,2004,422.9,64,0.4,7
Baker Botts LLP,2004,409.8,65,0.4,3
Freshfields Bruckhaus Deringer,2004,388.4,66,0.4,1
McKee Nelson LLP,2004,386.8,67,0.4,1
Blank Rome LLP,2004,381.6,68,0.4,2
Chambliss,2004,370.9,69,0.4,1
Cahill Gordon & Reindel,2004,370,70*,0.4,2
Cleary Gottlieb Steen & Hamilton,2004,370,70*,0.4,2
Vinson & Elkins LLP,2004,357.4,72,0.4,3
Fried Frank Harris Shriver & Jacobson,2004,345,73,0.4,1
Maples & Calder,2004,336.7,74,0.4,2
Sullivan & Worcester LLP,2004,316.6,75,0.3,3
Thompson & Knight PC,2004,312.7,76,0.3,2
Kutak Rock,2004,287,77,0.3,1
Lisman Webster Kirkpatrick & Leckerling PC,2004,281.4,78,0.3,1
Proskauer Rose LLP,2004,278.5,79,0.3,3
King & Spalding,2004,273.7,80,0.3,1
Torys,2004,261.8,81,0.3,2
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2004,240.9,82,0.3,3
Bryan Cave LLP,2004,239,83,0.3,3
Richards Layton & Finger,2004,230,84,0.2,1
Fulbright & Jaworski,2004,228.3,85,0.2,2
ShawPittman LLP,2004,220.8,86,0.2,1
Schiff Hardin & Waite,2004,201.8,87,0.2,1
Graubard Mollen & Miller,2004,200.8,88,0.2,8
"Kramer, Levin, Nessen, Kamin & Frankel",2004,200,89,0.2,1
Gusrae Kaplan & Bruno,2004,196.7,90*,0.2,1
Healy & Baillie LLP,2004,196.7,90*,0.2,1
Allen & Overy,2004,192,92,0.2,1
Frost Brown Todd LLC,2004,183.3,93,0.2,1
"Koley, Jessen, Daubman & Rupiper",2004,179.7,94,0.2,1
Perkins Coie,2004,173.9,95,0.2,3
Jones Day,2004,171.4,96,0.2,1
Olshan Grundman Frome & Rosenzweig,2004,161.1,97,0.2,1
Andrews Kurth LLP,2004,160.5,98,0.2,2
Stevens & Lee P.C.,2004,156.3,99,0.2,1
Nixon Peabody LLP,2004,156.2,100,0.2,2
Barnes & Thornburg,2004,150,101*,0.2,1
"Kaplan, Strangis & Kaplan",2004,150,101*,0.2,1
Davis Polk & Wardwell,2004,147.7,103,0.2,2
Seward & Kissel (NY),2004,146.6,104,0.2,1
Fenwick & West LLP,2004,142.2,105*,0.2,1
Meitar Liquornik Geva & Co,2004,142.2,105*,0.2,1
Bracewell & Patterson,2004,142.1,107,0.2,2
Schulte Roth & Zabel LLP,2004,137.5,108,0.1,1
Goodmans,2004,131.6,109,0.1,1
Locke Liddell & Sapp LLP,2004,130,110,0.1,1
LeBoeuf Lamb Greene & MacRae,2004,127.1,111,0.1,1
Waller Lansden Dortch & Davis,2004,124.2,112,0.1,1
Dykema Gossett,2004,120.8,113,0.1,1
"Vorys, Sater, Seymour & Pease",2004,115,114,0.1,1
Balch & Bingham LLP,2004,114.4,115,0.1,1
Stoel Rives LLP,2004,111,116,0.1,2
Chadbourne & Parke,2004,107.8,117,0.1,1
Fangda Partners,2004,103.3,118,0.1,1
"Sheppard, Mullin, Richter & Hampton",2004,102.1,119,0.1,1
"Carter, Ledyard & Milburn",2004,101.7,120,0.1,1
LLinks Law Offices,2004,100,121*,0.1,1
Orrick Herrington & Sutcliffe LLP,2004,100,121*,0.1,1
Stradling Yocca Carlson & Rauth,2004,99.2,123,0.1,1
Baker & Botts,2004,97.9,124,0.1,1
Baker & Hostetler LLP,2004,93.5,125,0.1,1
Bonn & Schmitt & Steichen,2004,85,126,0.1,1
Jun He Law Offices,2004,84.5,127,0.1,1
Squire Sanders & Dempsey (US) LLP,2004,84.2,128*,0.1,1
Uria Menendez,2004,84.2,128*,0.1,1
"Shumaker, Loop & Kendrick",2004,82.2,130,0.1,1
Jincheng Tongda & Neal Law Firm,2004,80.6,131*,0.1,1
Lovells,2004,80.6,131*,0.1,1
Wilmer Cutler & Pickering,2004,80.5,133,0.1,1
Arent Fox Kintner Plotkin & Kahn,2004,79.6,134*,0.1,1
"Winstead, Sechrest & Minick",2004,79.6,134*,0.1,1
Kleinhendler & Halevy,2004,79.4,136,0.1,1
Jenkens & Gilchrist,2004,76.1,137,0.1,2
Preston Gates & Ellis (WA),2004,74.8,138,0.1,1
"Wyrick, Robbins, Yates & Ponton",2004,74.5,139,0.1,1
Ater Wynne LLP,2004,74.2,140,0.1,1
Pepper Hamilton & Scheetz,2004,73.3,141,0.1,1
"Shook, Hardy & Bacon (MO)",2004,70,142,0.1,1
"Jaffe, Raitt, Heuer & Weiss",2004,69,143,0.1,1
Baker & McKenzie,2004,60,144*,0.1,1
Gross Kleinhendler Hodak Halevy Greenberg & Co,2004,60,144*,0.1,1
Primes Shiloh Givon Meir Law Firm,2004,60,144*,0.1,1
"Calfee, Halter & Griswold (OH)",2004,55.3,147,0.1,1
"Fiddler, Gonzalez & Rodriguez (PR)",2004,54.5,148,0.1,1
Reitner & Stuart,2004,52.8,149*,0.1,1
Santoro Driggs Walch Kearney Johnson & Thompson,2004,52.8,149*,0.1,1
Drew & Napier,2004,51.9,151,0.1,1
White & Case LLP,2004,51.8,152,0.1,1
Cozen & O'Connor,2004,50,153,0.1,1
Howard Rice Nemerovsky Canady Falk & Rabkin,2004,48.1,154,0.1,1
Ledgewood Law Firm PC,2004,41,155,0,1
Covington & Burling,2004,40.3,156,0,1
Foley Hoag & Eliot LLP,2004,40,157*,0,1
Hughes Hubbard & Reed,2004,40,157*,0,1
Reicker Pfau Pyle McRoy & Herman LLP,2004,40,157*,0,1
Testa Hurwitz & Thibeault,2004,39.4,160,0,1
Maslon Edelman Borman & Brand,2004,36.8,161,0,1
"Satterlee, Stephens, Burke & Burke",2004,36,162,0,1
Swidler Berlin Shereff Friedman LLP,2004,35,163,0,1
Fredrikson & Byron,2004,30.3,164,0,1
Goodwin Procter LLP,2004,27.6,165,0,1
"Smith Mackinnon, PA",2004,25.5,166,0,1
Loeb & Loeb,2004,24,167,0,1
Davies Ward Phillips & Vineberg LLP,2004,21.5,168,0,1
Luse Lehman Gorman Pomerenk & Schick,2004,21,169,0,1
General Counsel,2004,17,170,0,1
Stephens Gourley & Bywater,2004,16.7,171,0,1
Darby & Darby,2004,12.6,172*,0,1
Kramer Levin Naftalis & Frankel,2004,12.6,172*,0,1
"Lohf, Shaiman & Jacobs",2004,11,174*,0,1
Schreck Brignone Godfrey,2004,11,174*,0,1
Tonkon Torp LLP,2004,10.6,176,0,1
Gary A. Agron,2004,10.5,177,0,1
Jones & Keller,2004,8.5,178,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2004,7.7,179,0,1
Simpson Thacher & Bartlett,2005,7570.1,1,10.4,19
"Skadden, Arps, Slate, Meagher & Flom",2005,5631.4,2,7.8,18
Vinson & Elkins LLP,2005,4031.2,3,5.6,13
Ropes & Gray,2005,3726.2,4,5.1,11
Venable LLP,2005,3261.6,5,4.5,9
Latham & Watkins,2005,3191,6,4.4,18
Kirkpatrick & Lockhart LLP,2005,2793,7,3.9,5
Kirkland & Ellis,2005,2556.4,8,3.5,10
Dechert,2005,2462.2,9,3.4,5
Bell Boyd & Lloyd,2005,2279,10,3.1,5
Kirkpatrick & Lockhart Nicholson Graham LLP,2005,2233.6,11,3.1,6
Richards Layton & Finger,2005,1915,12,2.6,2
Hunton & Williams,2005,1846.1,13,2.5,5
Shearman & Sterling LLP,2005,1766.4,14,2.4,9
Sullivan & Cromwell,2005,1655.4,15,2.3,3
Conyers Dill & Pearman,2005,1520.6,16,2.1,7
Sidley Austin Brown & Wood,2005,1514.9,17,2.1,8
"Paul, Hastings, Janofsky & Walker",2005,1302.4,18,1.8,4
Seward & Kissel (NY),2005,1299.4,19,1.8,6
Bingham McCutchen LLP,2005,1287.5,20,1.8,3
Mayer Brown Rowe & Maw,2005,1245.5,21,1.7,4
Gibson Dunn & Crutcher,2005,1108.3,22,1.5,3
Schulte Roth & Zabel LLP,2005,1007.6,23,1.4,3
Weil Gotshal & Manges,2005,1006.2,24,1.4,3
Cahill Gordon & Reindel,2005,950.6,25,1.3,2
O'Melveny & Myers,2005,938,26,1.3,3
Wilson Sonsini Goodrich & Rosati,2005,883.9,27,1.2,5
Cooley Godward LLP,2005,882.2,28,1.2,12
Andrews Kurth LLP,2005,856.7,29,1.2,4
Herbert Smith/Gleiss Lutz/Stibbe,2005,854.6,30*,1.2,1
Wachtell Lipton Rosen & Katz,2005,854.6,30*,1.2,1
Maples & Calder,2005,810.3,32,1.1,4
Mintz Levin Cohn Ferris Glovsky & Popeo,2005,750.6,33,1,8
DLA Piper Rudnick Gray Cary LLP,2005,737.5,34,1,5
Fulbright & Jaworski,2005,730,35,1,2
Individual,2005,707.9,36,1,2
