FirmName,Year,EquityBonds Revenue,EquityBonds Rank,EquityBonds Market Share,"EquityBonds Number of Issues"
"Cravath, Swaine & Moore",1992,10317.8,19,0.1,23
Shearman & Sterling,1992,9629.6,20,0.1,33
Sidley & Austin,1992,9070.1,21,0.1,27
Dorsey & Whitney LLP,1992,8850.1,22,0.1,27
Debevoise & Plimpton,1992,7729.6,23,0.1,24
Davis Polk & Wardwell,1992,7693.4,24,0.1,27
Jones Day Reavis & Pogue,1992,7658.5,25,0.1,29
"Dewey, Ballantine, Bushby, Palmer & Wood",1992,6888.3,26,0.1,22
Winthrop Stimson Putnam & Roberts,1992,6812.1,27,0.1,26
Schiff Hardin & Waite,1992,6740.7,28,0.1,38
Edwards & Angell,1992,6445.8,29,0.1,17
Ballard Spahr Andrews & Ingersoll,1992,5586.4,30,0.1,16
Kirkland & Ellis,1992,5545.7,31,0.1,24
Reid & Priest,1992,5508.4,32,0.1,30
Sidley Austin Brown & Wood,1992,5000,33,0.1,1
Smith Helms Mulliss & Moore,1992,4762.1,34,0.1,5
"Worsham, Forsythe, Sampels & Wooldridge",1992,4530.3,35,0.1,8
Perkins Coie,1992,4469.1,36,0.1,14
White & Case LLP,1992,4319.5,37,0.1,24
LeBoeuf Lamb Leiby & MacRae,1992,3780.4,38,0.1,11
Gibson Dunn & Crutcher,1992,3387.2,39,0,18
Miles & Stockbridge,1992,3211.8,40,0,13
Baker & Botts,1992,3091.9,41,0,12
Mayer Brown & Platt,1992,3072,42,0,17
Conner & Winters,1992,3046.4,43,0,3
"Orgain, Bell & Tucker",1992,2988,44,0,3
Wilson Sonsini Goodrich & Rosati,1992,2431.9,45,0,39
Gordon Altman Butowsky Weitzen Shalov & Wein,1992,2362,46,0,6
Willkie Farr & Gallagher,1992,2292.7,47,0,17
Faegre & Benson,1992,2278.7,48,0,12
Testa Hurwitz & Thibeault,1992,2254.8,49,0,15
Morrison & Foerster,1992,2228.7,50,0,17
Cahill Gordon & Reindel,1992,2160.4,51,0,18
Winston & Strawn,1992,2144.5,52,0,9
O'Melveny & Myers,1992,2143.7,53,0,16
Hale & Dorr LLP,1992,2132.7,54,0,17
"Paul, Weiss",1992,2100.1,55,0,13
Donovan Leisure Newton & Irvine,1992,2054.2,56,0,5
Squadron Ellenoff Plesent & Lehrer,1992,2016.1,57,0,4
Ropes & Gray,1992,2010.4,58,0,26
Individual,1992,1923.2,59,0,23
Brobeck Phleger & Harrison LLP,1992,1919.3,60,0,10
Vedder Price Kaufman & Kammholz,1992,1892,61,0,6
Slaughter and May,1992,1868.5,62,0,3
Quarles & Brady,1992,1831.6,63,0,6
Piper & Marbury,1992,1825.5,64,0,9
Andrews Kurth LLP,1992,1723.1,65,0,10
Waller Lansden Dortch & Davis,1992,1713.4,66,0,4
"O'Connor, Cavanaugh, Anderson, Westover",1992,1654.4,67,0,3
McGuire Woods Battle & Boothe,1992,1625.2,68,0,7
Fried Frank Harris Shriver & Jacobson,1992,1618.8,69,0,8
Troutman Sanders LLP,1992,1485.7,70,0,13
Mudge Rose Gutherie Alexander & Ferdon,1992,1387.8,71,0,4
Steel Hector & Davis (FL),1992,1384.5,72,0,7
Bingham Dana & Gould,1992,1357.8,73,0,7
Fulbright & Jaworski,1992,1347.1,74,0,15
"Taft, Stettinius & Hollister",1992,1296.4,75,0,4
Venable Baetjer & Howard,1992,1285.4,76,0,2
Troutman Sanders Lockerman & Ashmore,1992,1250.8,77,0,4
"Kramer, Levin, Nessen, Kamin & Frankel",1992,1242.9,78,0,4
Snell & Wilmer,1992,1238.4,79,0,6
"Akin, Gump, Strauss, Hauer & Feld",1992,1204.5,80,0,9
Shook Hardy & Bacon,1992,1184.4,81,0,4
Heller Ehrman White & McAuliffe,1992,1129.2,82,0,6
Hutchins & Wheeler,1992,1079,83,0,8
McGrath North O'Malley & Kratz,1992,1074.3,84,0,3
Wolf Block Schorr & Solis-Cohen LLP,1992,1058.2,85,0,11
Dechert Price & Rhoads,1992,1052.6,86,0,9
Christensen White Miller Fink & Jacobs,1992,1048.6,87,0,2
Gardner Carton & Douglas,1992,1014.5,88,0,7
Simmons & Simmons,1992,1000,89,0,1
Neal Gerber & Eisenberg,1992,998.4,90,0,5
King & Spalding,1992,967.1,91,0,7
Stolar Partnership,1992,949.9,92,0,2
Hughes Hubbard & Reed,1992,932.4,93,0,7
Brobeck Phleger & Hantson (CA),1992,884.9,94,0,14
Reboul MacMurray Hewitt Maynard & Kristol,1992,864.1,95,0,9
Vinson & Elkins LLP,1992,846.2,96,0,11
Miller Nash Wiener Hager Carlsen,1992,843.7,97,0,7
Shea & Gould,1992,843.6,98,0,1
Drinker Biddle & Reath LLP,1992,832,99,0,7
Sullivan & Worcester LLP,1992,828.5,100,0,2
Godfrey & Kahn,1992,825.7,101,0,5
Kirkpatrick & Lockhart LLP,1992,825.2,102,0,8
Cooley Godward Castro Huddleson & Tatum,1992,823.7,103,0,19
Squire Sanders & Dempsey (US) LLP,1992,805.9,104,0,4
Aoki Christensen & Nomoto,1992,804.8,105,0,1
Monroe,1992,768,106,0,3
Gordon Hurwitz Butowsky,1992,764.2,107,0,4
Baker & Daniels,1992,763.3,108,0,6
"Smith, Gambrell & Russell",1992,755.2,109,0,2
"Hinkle, Cox, Eaton, Coffield & Hensley",1992,726.4,110,0,2
Shereff Friedman Hoffman & Goodman,1992,702.1,111,0,4
"Chadbourne, Parke, Whiteside & Wolff",1992,698.7,112,0,4
"Watson, Ess, Marshall & Enggas",1992,696.7,113,0,2
"McBride, Baker & Coles",1992,674.6,114,0,3
Mcdermott Will & Emery,1992,666,115,0,3
Lindquist & Vennum,1992,658.8,116,0,5
Chapman & Cutler,1992,646.5,117,0,8
Dickinson Wright Moon Van Dusen,1992,636.9,118,0,6
Blackwell Sanders Matheny Weary,1992,629.8,119,0,7
"Stoel, Rives, Boley, Fraser & Wyse",1992,628.8,120,0,2
"Friday, Eldredge & Clark (AR)",1992,612.9,121,0,5
Gs,1992,605,122,0,2
"Wise, Carter, Child & Caraway",1992,604.9,123,0,3
Balch & Bingham LLP,1992,590.2,124,0,4
Foley & Lardner,1992,589.9,125,0,8
"Huber, Lawrence & Abell",1992,583.3,126,0,3
Balch Bingham Baker Hawthorne & Ward,1992,569.7,127,0,3
"Cantey, Hanger, Gooch, Munn & Collins",1992,560,128,0,2
Buchanan Ingersoll Professional Corp,1992,546.9,129,0,3
Coudert Brothers,1992,531.9,130,0,6
Womble Carlyle Sandridge & Rice PLLC,1992,529.9,131,0,4
"Munger, Tolles & Rickershauser (CA)",1992,525,132,0,2
"Calfee, Halter & Griswold (OH)",1992,515.2,133,0,5
Milbank Tweed Hadley & McCloy (UK),1992,503.9,134,0,1
Foley Hoag & Eliot LLP,1992,501.5,135,0,6
Sherman & Howard (CO),1992,500,136,0,1
Kelly Stansfield & O'Donnell,1992,498.2,137,0,1
"Streich, Lang, Weeks & Cardon",1992,479.5,138,0,7
"Miro, Miro & Weiner",1992,466.9,139,0,2
Goodwin Procter & Hoar,1992,466.2,140,0,10
Hughes & Luce LLP,1992,465.6,141,0,3
Baker & Hostetler LLP,1992,464.1,142,0,6
Shaw Pittman Potts & Trowbridge,1992,463.9,143,0,2
"Keating, Muething & Klekamp",1992,455.2,144,0,2
Dow Lohnes & Albertson,1992,450,145,0,2
"Thompson, Hine & Flory",1992,449.9,146,0,4
"Davis, Graham & Stubbs",1992,449.1,147,0,7
"Satterlee, Stephens, Burke & Burke",1992,442.5,148,0,2
"Day, Berry & Howard",1992,430,149,0,2
Lowenstein Sandler Kohl Fisher & Boylan,1992,425,150,0,3
Rogers & Wells,1992,415.8,151,0,10
Wachtell Lipton Rosen & Katz,1992,407.5,152,0,3
Dewey Ballantine,1992,404,153,0,1
Frost & Jacobs,1992,400,154*,0,4
Hiscock & Barclay,1992,400,154*,0,1
"Lewis, D'Amato, Brisbors & Bisgaard",1992,400,154*,0,2
Gage & Tucker,1992,397.3,157,0,1
Mcdermott & Trayner,1992,396.2,158,0,5
McDermott Will & Emery,1992,391,159,0,2
Breed Abbott & Morgan,1992,385,160,0,3
Arter & Hadden,1992,383.5,161,0,4
Stevens & Lee P.C.,1992,382.6,162,0,4
Porter Wright Morris & Arthur,1992,378.9,163,0,4
"Luce, Forward, Hamilton & Scripps",1992,378.7,164,0,2
Riordan & McKinzie,1992,375.5,165,0,7
Gordon Maney,1992,360,166,0,1
"Foster, Pepper & Riviera",1992,350,167,0,2
"Miller,Canfield,Paddock",1992,349.5,168,0,2
Williams&Connolly,1992,348.4,169,0,2
"Katten, Muchin, Zavis, Pearl",1992,348.2,170,0,4
"Nixon, Yow, Waller & Capers (GA)",1992,347.5,171,0,3
Long Aldridge & Norman LLP,1992,344.5,172,0,2
Leavy Rosensweig & Hyman,1992,343.3,173,0,2
Bracewell & Patterson,1992,338.5,174,0,2
Robinson Bradshaw & Hinson,1992,333.1,175,0,1
Ware & Freidenrich,1992,330.7,176,0,8
Parker Poe Adams & Bernstein,1992,323,177,0,2
"Mitchell, Silberberg & Knupp",1992,316.9,178,0,3
Robert M. Rogers,1992,311.1,179,0,3
Johnson & Gibbs,1992,308.8,180,0,7
Sills Beck Cummis Zuckerman Radin & Epstein,1992,305.4,181,0,2
"Ryan, Russell & McConaghy",1992,300,182*,0,1
Sills Cummis Zuckerman Radin Tischman Epstein & Gr,1992,300,182*,0,1
Riddell Williams Bollit & Walkinshaw,1992,299.5,184,0,2
Rosenman Colin Freund Lewis & Cohen,1992,295.1,185,0,2
R.P. Wolf (SC),1992,294.4,186,0,1
Proskauer Rose Goetz & Mendelson,1992,292.4,187,0,3
Morris Nichols Arsht & Tunnell,1992,288,188,0,1
Olshan Grundman Frome & Rosenzweig,1992,279.1,189,0,7
"Robinson, Silverman, Pearce, Aronsohn",1992,264.4,190,0,3
Clifford Chance,1992,263.7,191,0,2
EI du Pont de Nemours & Co,1992,254.2,192,0,1
Palmer & Dodge,1992,250.3,193,0,7
Freshfields,1992,250,194,0,1
Linklaters (Old),1992,249.5,195,0,1
"Rooks, Pitts & Poust",1992,248.4,196,0,1
Baker & McKenzie,1992,247.6,197,0,8
"Shackleford, Farrior, Stallings & Evans",1992,246.1,198,0,1
Crouch & Hallett,1992,240,199,0,2
"Choate, Hall & Stewart LLP",1992,234.7,200,0,5
General Counsel,1993,4255572.1,1,66.3,1885
"Cadwalader, Wickersham & Taft",1993,115950.8,2,1.8,44
Orrick Herrington & Sutcliffe LLP,1993,62980.2,3,1,29
Brown & Wood,1993,52255.5,4,0.8,71
"Cravath, Swaine & Moore",1993,49005,5,0.8,58
Morgan Lewis & Bockius,1993,44868.4,6,0.7,36
Weil Gotshal & Manges,1993,28163.7,7,0.4,55
Hunton & Williams,1993,26849.1,8,0.4,39
"Skadden, Arps, Slate, Meagher & Flom",1993,26382.3,9,0.4,103
Simpson Thacher & Bartlett,1993,23102.7,10,0.4,79
Thacher Proffitt & Wood,1993,20076.2,11,0.3,15
Shearman & Sterling,1993,19546.3,12,0.3,33
Dorsey & Whitney LLP,1993,18589,13,0.3,38
Cleary Gottlieb Steen & Hamilton,1993,18446.3,14,0.3,21
Sullivan & Cromwell,1993,17712.4,15,0.3,63
"Thacher, Jones, Casey & Ratcliff (CA)",1993,17045.9,16,0.3,7
Latham & Watkins,1993,14092.1,17,0.2,45
Stroock & Stroock & Lavan,1993,13721.9,18,0.2,20
Reid & Priest,1993,13643.2,19,0.2,48
"Winstead, Sechrest & Minick",1993,12473.8,20,0.2,22
O'Melveny & Myers,1993,11789.6,21,0.2,38
Davis Polk & Wardwell,1993,11702.1,22,0.2,37
Sidley & Austin,1993,10804.7,23,0.2,35
Baker & Botts,1993,10458.7,24,0.2,27
Kirkland & Ellis,1993,9138.7,25,0.1,31
Winthrop Stimson Putnam & Roberts,1993,9091.4,26,0.1,35
Smith Helms Mulliss & Moore,1993,7989.3,27,0.1,8
Debevoise & Plimpton,1993,7831.5,28,0.1,19
Conner & Winters,1993,7815.4,29,0.1,6
Ballard Spahr Andrews & Ingersoll,1993,7595.8,30,0.1,20
Squadron Ellenoff Plesent & Lehrer,1993,7538,31,0.1,10
Mayer Brown & Platt,1993,7530.2,32,0.1,41
Ropes & Gray,1993,6863,33,0.1,34
Individual,1993,6708.8,34,0.1,57
White & Case LLP,1993,6654.5,35,0.1,15
Schiff Hardin & Waite,1993,6546.9,36,0.1,87
Winston & Strawn,1993,6345.4,37,0.1,15
Wachtell Lipton Rosen & Katz,1993,6093.5,38,0.1,12
"Worsham, Forsythe, Sampels & Wooldridge",1993,5989.9,39,0.1,9
Milbank Tweed Hadley & McCloy,1993,5813.8,40,0.1,25
Vinson & Elkins LLP,1993,5717.3,41,0.1,26
Gordon Altman Butowsky Weitzen Shalov & Wein,1993,4396.5,42,0.1,11
Miles & Stockbridge,1993,4367.9,43,0.1,7
Willkie Farr & Gallagher,1993,4343.2,44,0.1,29
"Paul, Weiss",1993,4328.6,45,0.1,15
Fried Frank Harris Shriver & Jacobson,1993,4153.7,46,0.1,18
McGuire Woods Battle & Boothe,1993,4143.7,47,0.1,8
Dechert Price & Rhoads,1993,3687.3,48,0.1,15
Brobeck Phleger & Harrison LLP,1993,3659.1,49,0.1,34
Baker & Hostetler LLP,1993,3639.5,50,0.1,16
"Kramer, Levin, Nessen, Kamin & Frankel",1993,3559.8,51,0.1,10
Faegre & Benson,1993,3501.5,52,0.1,14
Cahill Gordon & Reindel,1993,3486.6,53,0.1,19
Jones Day Reavis & Pogue,1993,3258.4,54,0.1,28
Troutman Sanders LLP,1993,3146.5,55,0.1,10
Sullivan & Worcester LLP,1993,3062.5,56,0.1,4
Steel Hector & Davis (FL),1993,3062.2,57,0.1,11
Mcdermott Will & Emery,1993,2908.9,58,0.1,11
"Dewey, Ballantine, Bushby, Palmer & Wood",1993,2849.3,59,0,22
Pillsbury Madison & Sutro,1993,2770.7,60,0,16
Gibson Dunn & Crutcher,1993,2708.8,61,0,24
Seward & Kissel,1993,2648.4,62,0,10
Rogers & Wells,1993,2481.7,63,0,17
Kirkpatrick & Lockhart LLP,1993,2416,64,0,19
Piper & Marbury,1993,2410.2,65,0,11
Wilson Sonsini Goodrich & Rosati,1993,2408.2,66,0,56
King & Spalding,1993,2335.8,67,0,14
Perkins Coie,1993,2284.5,68,0,10
Snell & Wilmer,1993,2273.5,69,0,7
"Stoel, Rives, Boley, Fraser & Wyse",1993,2178.1,70,0,11
Troutman Sanders Lockerman & Ashmore,1993,2176.1,71,0,13
Baker & Daniels,1993,2174.1,72,0,7
Hutchins & Wheeler,1993,2120.3,73,0,11
Schulte Roth & Zabel LLP,1993,2092.8,74,0,12
Sonnenschein Carlin Nath & Rosenthal,1993,2065.5,75,0,1
Balch & Bingham LLP,1993,2035.3,76,0,8
"Mitchell, Silberberg & Knupp",1993,1707.6,77,0,6
Gardner Carton & Douglas,1993,1680.3,78,0,9
"Kantrow, Spaht, Weaver & Blitzer",1993,1656.5,79,0,3
Nixon Hargrave Devans & Doyle,1993,1637.1,80,0,6
Covington & Burling,1993,1610.6,81,0,6
Fulbright & Jaworski,1993,1581,82,0,25
Edwards & Angell,1993,1562.2,83,0,7
Proskauer Rose Goetz & Mendelson,1993,1534.3,84,0,12
Holme Roberts & Owen,1993,1485.5,85,0,7
Goodwin Procter & Hoar,1993,1481.3,86,0,19
Thompson & Knight PC,1993,1458.4,87,0,11
Wolf Block Schorr & Solis-Cohen LLP,1993,1419.9,88,0,12
McNair & Sanford,1993,1364.4,89,0,3
"Paul, Hasting & Janofsky",1993,1325.9,90,0,4
Milbank Tweed Hadley & McCloy (UK),1993,1294.6,91,0,2
Breed Abbott & Morgan,1993,1285.6,92,0,5
Vedder Price Kaufman & Kammholz,1993,1255.3,93,0,4
Donovan Leisure Newton & Irvine,1993,1215.4,94,0,4
Parker Poe Adams & Bernstein,1993,1200,95,0,3
"Akin, Gump, Strauss, Hauer & Feld",1993,1162,96,0,15
Hughes Hubbard & Reed,1993,1157.4,97,0,5
Blackwell Sanders Matheny Weary & Lombardi,1993,1147.6,98,0,6
Cooley Godward Castro Huddleson & Tatum,1993,1143.3,99,0,26
Godfrey & Kahn,1993,1081.9,100,0,6
Simmons & Simmons,1993,1067.5,101,0,3
Baker & McKenzie,1993,1040.5,102,0,6
Boulanger Finley & Hicks,1993,1000,103*,0,1
"Brown, Winnick, Graves, Donnelly, Baskerville",1993,1000,103*,0,1
Internal Legal Counsel of the Bank,1993,1000,103*,0,1
Mallesons Stephen Jaques,1993,1000,103*,0,1
Arter & Hadden,1993,966.2,107,0,6
Gardere & Wynne,1993,926.1,108,0,8
Nutter McClennen & Fish,1993,917.9,109,0,8
Dewey Ballantine,1993,915,110,0,2
"Fox, Rothschild, O'Brien & Frankel",1993,913.2,111,0,3
Olshan Grundman Frome & Rosenzweig,1993,906.2,112,0,12
Quarles & Brady,1993,898.6,113,0,7
Bingham Dana & Gould,1993,884.1,114,0,9
Andrews Kurth LLP,1993,866.8,115,0,8
McNair Law Firm,1993,855.1,116,0,3
Venable Baetjer & Howard,1993,848.2,117,0,4
"Berlack, Israels & Liberman",1993,826.8,118,0,4
"Berick,Pearlman & Mills",1993,787.2,119,0,2
Hogan & Hartson,1993,786.8,120,0,11
"Orgain, Bell & Tucker",1993,779.8,121,0,3
Hughes & Luce LLP,1993,768.9,122,0,5
LeBoeuf Lamb Leiby & MacRae,1993,760.6,123,0,10
Mudge Rose Gutherie Alexander & Ferdon,1993,751.8,124,0,3
"Huber, Lawrence & Abell",1993,748.6,125,0,6
Palmer & Dodge,1993,728,126,0,5
Coudert Brothers,1993,720.8,127,0,3
Shaw Pittman Potts & Trowbridge,1993,712.3,128,0,5
Mahoney Adams Milam Surface & Grimsley,1993,711.4,129,0,2
Foley & Lardner,1993,703.4,130,0,13
"Wise, Carter, Child & Caraway",1993,659.1,131,0,5
Bass Berry & Sims PLC,1993,657,132,0,10
Drinker Biddle & Reath LLP,1993,655.8,133,0,8
"Kaye, Scholer, Fierman, Hays & Handler",1993,653.9,134,0,6
Williams&Connolly,1993,649.9,135,0,2
Jones Walker Waechter Poitevent Carrere & Denegre,1993,640.1,136,0,7
Hale & Dorr LLP,1993,632.6,137,0,14
"Chadbourne, Parke, Whiteside & Wolff",1993,614.2,138,0,5
Pepper Hamilton & Scheetz,1993,612.3,139,0,5
Stolar Partnership,1993,597.5,140,0,2
Katten Muchin & Zavis,1993,593.5,141,0,1
Blackwell Sanders Matheny Weary,1993,574.1,142,0,4
"Barack,Ferrazzano,Kirschbaum & Perlman",1993,570,143,0,5
Porter Wright Morris & Arthur,1993,557.9,144,0,6
Morrison & Foerster,1993,552.7,145,0,4
Testa Hurwitz & Thibeault,1993,550.6,146,0,11
"Calfee, Halter & Griswold (OH)",1993,549.6,147,0,3
Arnold & Porter,1993,544.4,148,0,5
Kelley Drye & Warren,1993,530.4,149,0,3
Long Aldridge & Norman LLP,1993,527.9,150,0,4
Neal Gerber & Eisenberg,1993,514,151,0,2
Schnader Harrison Segal & Lewis,1993,509.3,152,0,4
Howard & Howard,1993,500,153*,0,1
Maples & Calder,1993,500,153*,0,1
Lowenstein Sandler Kohl Fisher & Boylan,1993,497.4,155,0,2
"Jaffe, Raitt, Heuer & Weiss",1993,481.8,156,0,5
"Cantey, Hanger, Gooch, Munn & Collins",1993,480,157,0,1
Shereff Friedman Hoffman & Goodman,1993,439.6,158,0,6
McCarthy Tetrault,1993,436.8,159,0,2
Greenberg Traurig Hoffman Lipoff Rosen & Quentel,1993,436.5,160,0,13
Bell Boyd & Lloyd,1993,433.2,161,0,6
Leavy Rosensweig & Hyman,1993,432.6,162,0,2
Jenner & Block,1993,424,163,0,4
Sonnenschein Nath & Rosenthal,1993,423.5,164,0,3
Oppenheimer Wolff & Donnelly,1993,420.5,165,0,4
"O'Connor, Cavanaugh, Anderson, Westover",1993,417.6,166,0,7
Alston & Bird,1993,415.7,167,0,9
Wiggin & Dana,1993,411.9,168,0,3
Robinson Silverman Pearce Aronson Berman,1993,411.7,169,0,4
Butler & Binion,1993,410.3,170,0,5
Honigman Miller Schwartz And Cohn,1993,404,171,0,5
"Stites, McElwain & Fowler (KY)",1993,400,172,0,1
Lovell White Durrant,1993,399.1,173,0,1
McAfee & Taft,1993,390.9,174,0,3
"Jackson, Walker & Winsteed",1993,385.1,175,0,5
"Friday, Eldredge & Clark",1993,384.5,176,0,3
Heller Ehrman White & McAuliffe,1993,381,177,0,4
"Benesch, Friedlander, Coplan & Aronoff",1993,372.6,178,0,4
"Wright, Lindsey & Jennings",1993,372.5,179,0,3
Liddell Sapp Zivley Hill & Laboon,1993,350.2,180,0,3
Robins Kaplan Miller & Ciresi,1993,350.1,181,0,5
"Miller,Canfield,Paddock",1993,343.8,182,0,2
"Howard, Rice, Nemerovski, Canady",1993,341,183,0,4
"Clark, Ladner, Fortenbaugh & Young",1993,339.6,184,0,2
"Streich, Lang, Weeks & Cardon",1993,331.7,185,0,6
Stradling Yocca Carlson & Rauth,1993,331.3,186,0,6
McDermott Will & Emery,1993,330,187,0,2
"Arias, Fabrega & Fabrega",1993,327.7,188,0,1
"Davis, Graham & Stubbs",1993,321.8,189*,0,8
Vargas & Bartlett,1993,321.8,189*,0,3
Miller Nash Wiener Hager Carlsen,1993,321.7,191,0,4
Harwell Howard Hyne Gabbert & Manner PC,1993,320.7,192,0,2
Dickinson Wright Moon Van Dusen,1993,313.4,193,0,2
Bose McKinney & Evans,1993,312.7,194,0,1
Arent Fox Kintner Plotkin & Kahn,1993,311.7,195,0,5
"Bryan, Cave, McPheeters & McRoberts",1993,301.9,196,0,6
Morris Nichols Arsht & Tunnell,1993,300,197*,0,1
Nagashima Ohno & Tsunematsu,1993,300,197*,0,1
Linklaters (Old),1993,299.9,199,0,1
"Taft, Stettinius & Hollister",1993,299.6,200*,0,1
"Watson, Ess, Marshall & Enggas",1993,299.6,200*,0,2
General Counsel,1994,2186737.7,1,54.2,1631
Hunton & Williams,1994,106450.5,2,2.6,51
Brown & Wood,1994,98121.1,3,2.4,90
"Skadden, Arps, Slate, Meagher & Flom",1994,42855.8,4,1.1,72
Thacher Proffitt & Wood,1994,41606.1,5,1,20
"Cravath, Swaine & Moore",1994,36936.6,6,0.9,71
"Cadwalader, Wickersham & Taft",1994,36263.4,7,0.9,28
Orrick Herrington & Sutcliffe LLP,1994,33162.3,8,0.8,38
Dorsey & Whitney LLP,1994,20632.1,9,0.5,40
Weil Gotshal & Manges,1994,16791.1,10,0.4,69
Stroock & Stroock & Lavan,1994,16597.4,11,0.4,20
Latham & Watkins,1994,15171.3,12,0.4,29
Sullivan & Cromwell,1994,14676.7,13,0.4,55
Cleary Gottlieb Steen & Hamilton,1994,12953.3,14,0.3,24
Shearman & Sterling,1994,12936.8,15,0.3,18
McGuire Woods Battle & Boothe,1994,12797.4,16,0.3,15
"Barnes, McGhee, Neal, Poston",1994,11373.9,17,0.3,1
Schulte Roth & Zabel LLP,1994,11293.3,18,0.3,31
"Dewey, Ballantine, Bushby, Palmer & Wood",1994,10913.7,19,0.3,39
Simpson Thacher & Bartlett,1994,10570.9,20,0.3,51
Squire Sanders & Dempsey (US) LLP,1994,9892.8,21,0.3,13
Sidley & Austin,1994,8353.9,22,0.2,25
O'Melveny & Myers,1994,8011.9,23,0.2,21
Davis Polk & Wardwell,1994,7272.4,24,0.2,23
Kirkland & Ellis,1994,7081.7,25,0.2,16
Conner & Winters,1994,6652.8,26,0.2,8
Mayer Brown & Platt,1994,5611.8,27,0.1,30
Willkie Farr & Gallagher,1994,5075.3,28,0.1,27
Smith Helms Mulliss & Moore,1994,4953.4,29,0.1,21
Milbank Tweed Hadley & McCloy,1994,4881.6,30,0.1,22
Morgan Lewis & Bockius,1994,4742.5,31,0.1,20
Slaughter and May,1994,4446,32,0.1,3
"Kramer Levin Naftalis Nessen, Kamin & Frankel",1994,4221.3,33,0.1,5
Piper & Marbury,1994,3957.5,34,0.1,17
Shaw Pittman Potts & Trowbridge,1994,3950.7,35,0.1,6
Alston & Bird,1994,3929.3,36,0.1,9
Jones Day Reavis & Pogue,1994,3855.2,37,0.1,21
Vinson & Elkins LLP,1994,3762.9,38,0.1,18
Honigman Miller Schwartz And Cohn,1994,3697.5,39,0.1,6
Wachtell Lipton Rosen & Katz,1994,3601.2,40,0.1,13
Pillsbury Madison & Sutro,1994,3486.2,41,0.1,9
Mourant du Feu & Jeune,1994,3484.8,42,0.1,1
Winston & Strawn,1994,3454.7,43,0.1,11
Reid & Priest,1994,3385.2,44,0.1,18
White & Case LLP,1994,3249.1,45,0.1,18
McDermott Will & Emery,1994,3238.9,46,0.1,6
"Kantrow, Spaht, Weaver & Blitzer",1994,3200,47,0.1,2
"Day, Berry & Howard",1994,3159.7,48,0.1,2
Fulbright & Jaworski,1994,2943.2,49,0.1,22
Mcdermott Will & Emery,1994,2873,50,0.1,7
Baker & Daniels,1994,2836.6,51,0.1,8
Rogers & Wells,1994,2775.5,52,0.1,25
"Paul, Weiss",1994,2625.7,53,0.1,11
Cahill Gordon & Reindel,1994,2367.2,54,0.1,13
Faegre & Benson,1994,2326.2,55,0.1,6
Dewey Ballantine,1994,2293.6,56,0.1,12
"Sheppard, Mullin, Richter & Hampton",1994,2196.8,57,0.1,3
Baker & Botts,1994,2158.1,58,0.1,14
Jenkens & Gilchrist,1994,2138.5,59,0.1,6
Goodwin Procter & Hoar,1994,2048.5,60,0.1,14
BBLP Pavia e Ansaldo et al,1994,2000,61*,0.1,1
Minter Ellison,1994,2000,61*,0.1,1
Wenger Vieli,1994,2000,61*,0.1,1
Ropes & Gray,1994,1970.2,64,0.1,20
King & Spalding,1994,1953.9,65,0.1,11
Debevoise & Plimpton,1994,1949.3,66,0.1,12
Wilson Sonsini Goodrich & Rosati,1994,1947.2,67,0.1,31
Individual,1994,1909.8,68,0.1,39
Brobeck Phleger & Harrison LLP,1994,1876.6,69,0.1,21
Testa Hurwitz & Thibeault,1994,1845.9,70,0.1,14
Gibson Dunn & Crutcher,1994,1833.6,71,0.1,17
Andrews Kurth LLP,1994,1792.6,72,0,11
Coudert Brothers,1994,1779.9,73,0,13
"Mitchell, Silberberg & Knupp",1994,1700,74,0,5
"Squadron, Ellenoff, Plesent, Sheinfeld & Sorkin",1994,1658.9,75,0,7
Porter Wright Morris & Arthur,1994,1652.3,76,0,13
Dechert Price & Rhoads,1994,1644.9,77,0,9
Edwards & Angell,1994,1626.5,78,0,4
Winthrop Stimson Putnam & Roberts,1994,1605.7,79,0,11
LeBoeuf Lamb Leiby & MacRae,1994,1598.9,80,0,5
Irell & Manella,1994,1556,81,0,4
Gardner Carton & Douglas,1994,1520.6,82,0,8
Robinson Silverman Pearce Aronson Berman,1994,1506.7,83,0,7
Seward & Kissel,1994,1481.2,84,0,7
Gardere & Wynne,1994,1469.4,85,0,7
Arter & Hadden,1994,1425,86,0,7
"Lewis, D'Amato, Brisbors & Bisgaard",1994,1400,87,0,12
Linklaters & Paines,1994,1382.6,88,0,3
Bingham Dana & Gould,1994,1363.9,89,0,6
Holme Roberts & Owen,1994,1176.2,90,0,9
Hogan & Hartson,1994,1159.6,91,0,14
Troutman Sanders LLP,1994,1159.2,92,0,3
Fried Frank Harris Shriver & Jacobson,1994,1151.3,93,0,10
Baker & Hostetler LLP,1994,1142.8,94,0,10
Hutchins & Wheeler,1994,1117.8,95,0,2
Ballard Spahr Andrews & Ingersoll,1994,1101.1,96,0,7
Dickinson Wright Moon Van Dusen & Freeman,1994,1098.1,97,0,2
"Davis, Graham & Stubbs",1994,1093.7,98,0,10
"Winstead, Sechrest & Minick",1994,1083.3,99,0,8
Rosenberg & Liebentritt,1994,1059.4,100,0,4
Hamada & Matsumoto,1994,1027.7,101,0,2
Hale & Dorr LLP,1994,1015.1,102,0,16
