FirmName,Year,MnA Revenue,MnA Rank,MnA Market Share,Mna Num Of Deals
"Meyer, Faller, Weisman & Rosenberg",1993,372,94,0.2,1
Post Kirby Noonan & Sweat,1993,362.3,95*,0.1,1
Pillsbury Madison & Sutro,1993,362.3,95*,0.1,1
Morris Mcveigh,1993,352,97,0.1,1
Stark & Knoll,1993,350,98,0.1,1
"Silver, Freedman & Taff",1993,346.9,99,0.1,3
Kirkpatrick & Lockhart LLP,1993,335.6,100,0.1,3
Ritchie & Rediker,1993,334.6,101,0.1,1
Holland & Knight LLP,1993,325.5,102*,0.1,1
"Akerman, Senterfitt & Edison",1993,325.5,102*,0.1,1
"Keck, Mahin & Cate",1993,323.9,104,0.1,2
Slaughter and May,1993,315,105*,0.1,1
Arthur Robinson & Hedderwicks,1993,315,105*,0.1,1
Denton Hall Burgin & Warrens,1993,315,105*,0.1,1
Oppenheimer Wolff & Donnelly,1993,296.2,108,0.1,4
Porter Wright Morris & Arthur,1993,292.8,109,0.1,4
Hill Wynne Troop & Meisinger,1993,280.4,110,0.1,2
Goldfarb Levy Giniger Eran & Co,1993,278.5,111*,0.1,1
Herzog Fox & Neeman,1993,278.5,111*,0.1,1
Battle Fowler,1993,278.5,111*,0.1,1
Thacher Proffitt & Wood,1993,262.5,114,0.1,2
Troutman Sanders LLP,1993,255,115,0.1,1
Rosenberg & Liebentritt,1993,250,116,0.1,1
Faegre & Benson,1993,245,117,0.1,1
Heller Ehrman White & McAuliffe,1993,235.9,118,0.1,3
Piper & Marbury,1993,234,119,0.1,1
Fenwick & West LLP,1993,226.6,120,0.1,1
Ray Quinney & Nebeker,1993,224.8,121,0.1,2
"McLachlan, Rissman & Latimer",1993,219,122*,0.1,1
Russell McVeagh McKenzie Bartlett & Co,1993,219,122*,0.1,1
Bell Gully,1993,219,122*,0.1,1
"Wildman,Harrold,Allen,Dixon & Mcdonnell",1993,213.7,125,0.1,1
"Lewis, Rice & Fingersh",1993,211.5,126,0.1,3
Brobeck Phleger & Harrison LLP,1993,208.1,127,0.1,2
Squire Sanders & Dempsey (US) LLP,1993,200,128,0.1,1
Morgan Lewis & Bockius,1993,196.5,129,0.1,2
LeBoeuf Lamb Leiby & MacRae,1993,193.2,130,0.1,1
Haythe & Curley,1993,192.5,131,0.1,1
Reboul MacMurray Hewitt Maynard & Kristol,1993,191.3,132,0.1,1
Gray Cary Ware & Freidenrich,1993,190.5,133,0.1,3
Goodman & Goodman,1993,189.4,134,0.1,2
Manatt Phelps & Phillips,1993,185.6,135,0.1,1
"Tucker, Flyer, Sanger & Lewis",1993,169.7,136*,0.1,1
"Jackson, Walker & Winsteed",1993,169.7,136*,0.1,1
Peabody & Brown,1993,167.4,138,0.1,1
Proskauer Rose Goetz & Mendelson,1993,165.6,139,0.1,2
Fulbright & Jaworski,1993,163.7,140,0.1,3
"Parker, Duryee Rosoff & Haft",1993,163.3,141,0.1,3
Eckert Seamans Cherin & Mellot,1993,161.2,142,0.1,1
Warner Norcross & Judd,1993,160,143,0.1,1
Cohen & Grigsby,1993,155.2,144,0.1,1
Bowles Mcdavid Graff & Love,1993,154.8,145,0.1,1
Altheimer & Gray,1993,151,146*,0.1,1
"Kramer, Levin, Nessen, Kamin & Frankel",1993,151,146*,0.1,1
Hand & Hand,1993,150,148,0.1,1
"Macfarlane, Ferguson, Allison & Kelly",1993,147.8,149,0.1,2
Orrick Herrington & Sutcliffe LLP,1993,145.9,150,0.1,1
Schiff Hardin & Waite,1993,144.8,151,0.1,2
Nutter McClennen & Fish,1993,143.4,152,0.1,1
"Smith, Gambrell & Russell",1993,139.9,153,0.1,2
Fredrikson & Byron,1993,139,154,0.1,3
"Elias, Matz, Tiernan & Herrick",1993,138.1,155,0.1,4
"Miller,Canfield,Paddock",1993,133,156,0.1,1
Jackson & Kelly Associates Inc.,1993,129.5,157*,0.1,1
"McNeer, Highland & McMunn",1993,129.5,157*,0.1,1
Katten Muchin & Zavis,1993,129.1,159,0.1,2
Mannheimer Swartling Advokatbyra,1993,124.4,160*,0.1,1
Lagerlof & Lehman,1993,124.4,160*,0.1,1
Reid & Priest,1993,120.4,162,0.1,2
Dewey Ballantine,1993,120,163,0.1,1
"Dyer, Ellis, Joseph & Mills",1993,104.4,164*,0,1
"Hopper, Kanouff, Smith, Peryman, Terry",1993,104.4,164*,0,1
Reed Smith Shaw & McClay,1993,103.4,166,0,2
"Lange, Simpson, Robinson, & Somerville",1993,102.5,167,0,1
"Schmiedeskamp, Robertson, Neu & Mitchell",1993,95.8,168,0,1
"Robinson, St. John & Wayne",1993,90,169,0,1
"Kemp, Smith, Duncan & Hammond",1993,88,170,0,1
Shea & Gould,1993,87.9,171,0,2
"Phillips,Gardill,Kaiser,Boos & Hartley",1993,75.4,172*,0,1
"Tharp, Liotta & Janes",1993,75.4,172*,0,1
"Harter, Secrest & Emery",1993,71,174,0,1
"Goodkind,Wechsler,Labaton & R*",1993,69.8,175,0,1
"Metzger, Hollis, Gordon & Mortimer",1993,69.4,176,0,1
Dinsmore & Shohl,1993,68.4,177,0,1
Locke Purnell Rain Harrall,1993,67,178*,0,1
Sherman & Howard,1993,67,178*,0,1
"McNees, Wallace & Nurick",1993,65.7,180*,0,1
Rhoads & Sinon,1993,65.7,180*,0,1
Burstall Ward,1993,65.6,182,0,1
Shereff Friedman Hoffman & Goodman,1993,65,183,0,2
Brown & Wood,1993,63.9,184,0,2
"Windels, Marx, Davies & Ives",1993,63.2,185,0,1
Stearns Weaver Miller Weissler Alhadeff,1993,62.9,186,0,1
Cain & Magee,1993,62.6,187*,0,1
"Worsham, Forsythe, Sampels & Wooldridge",1993,62.6,187*,0,1
"Foulston, Siefkin, Powers & Eberhardt",1993,56.3,189*,0,1
Conner & Winters,1993,56.3,189*,0,1
"Emens, Kegler, Brown, Hill & Ritter Co",1993,56.1,191,0,2
Stradley Ronon Stevens & Young,1993,54.3,192,0,1
Crouch & Hallett,1993,53.5,193*,0,1
Hart & Watters,1993,53.5,193*,0,1
"Vorys, Sater, Seymour & Pease",1993,52.6,195,0,1
Kilpatrick & Cody,1993,52,196,0,1
"Heiskell, Donelson, Bearman, Adams",1993,51.7,197,0,2
"Carlsmith, Wichman, Case, Mukai and Ichiki",1993,50.9,198,0,1
Barnes & Thornburg,1993,48.6,199,0,1
Jackson Tufts Cole & Black LLP,1993,46.6,200,0,1
"Skadden, Arps, Slate, Meagher & Flom",1994,92865,1,25.8,116
Sullivan & Cromwell,1994,67959.3,2,18.9,86
"Cravath, Swaine & Moore",1994,52257.6,3,14.5,48
Richards Layton & Finger,1994,43547.9,4,12.1,43
Shearman & Sterling,1994,42662.3,5,11.8,49
Simpson Thacher & Bartlett,1994,41429.8,6,11.5,38
Fried Frank Harris Shriver & Jacobson,1994,38690,7,10.7,59
Morris Nichols Arsht & Tunnell,1994,38625.4,8,10.7,32
Davis Polk & Wardwell,1994,37639.5,9,10.4,53
Wachtell Lipton Rosen & Katz,1994,27561.9,10,7.6,27
"Paul, Weiss",1994,20925.8,11,5.8,8
Dewey Ballantine,1994,20528.8,12,5.7,13
O'Melveny & Myers,1994,20217.6,13,5.6,8
Latham & Watkins,1994,16459.9,14,4.6,50
Debevoise & Plimpton,1994,14115.9,15,3.9,33
Weil Gotshal & Manges,1994,13937.6,16,3.9,45
Sonnenschein Nath & Rosenthal,1994,13923.3,17,3.9,2
Willkie Farr & Gallagher,1994,12343.5,18,3.4,33
Cleary Gottlieb Steen & Hamilton,1994,11665.8,19,3.2,43
Gibson Dunn & Crutcher,1994,10216.3,20,2.8,27
Jones Day Reavis & Pogue,1994,10003.2,21,2.8,16
"Bernstein, Shur, Sawyer & Nelson",1994,9560.9,22*,2.7,1
Verrill & Dana,1994,9560.9,22*,2.7,1
Morrison & Foerster,1994,9223.7,24,2.6,8
Milbank Tweed Hadley & McCloy,1994,9166.9,25,2.5,8
White & Case LLP,1994,8818.9,26,2.5,13
Cahill Gordon & Reindel,1994,7854.9,27,2.2,10
Mayer Brown & Platt,1994,7542.7,28,2.1,9
Howrey & Simon,1994,6904.1,29,1.9,3
Linklaters (Old),1994,6152.9,30,1.7,5
Dorsey & Whitney LLP,1994,5814.2,31,1.6,62
"Arias, Fabrega & Fabrega",1994,5307.2,32*,1.5,1
"Holtzmann,Wise & Shepard",1994,5307.2,32*,1.5,1
Durling & Durling,1994,5307.2,32*,1.5,1
Baker & Botts,1994,4840.3,35,1.3,9
"Ivins, Phillips & Barker",1994,4750,36,1.3,2
Brobeck Phleger & Harrison LLP,1994,4697.7,37,1.3,8
LeBoeuf Lamb Leiby & MacRae,1994,4678.1,38,1.3,4
Lowenstein Sandler Kohl Fisher & Boylan,1994,4643.4,39,1.3,1
Vinson & Elkins LLP,1994,4413.2,40,1.2,11
Wilson Sonsini Goodrich & Rosati,1994,4322.3,41,1.2,15
Pillsbury Madison & Sutro,1994,4290.8,42,1.2,8
Steptoe & Johnson,1994,4247.5,43,1.2,2
Arnold & Porter,1994,4029.4,44,1.1,19
Slaughter and May,1994,3916.5,45,1.1,2
Kirkland & Ellis,1994,3695.1,46,1,9
"Young,Conaway,Stargatt & Taylor",1994,3612.9,47,1,2
Neal Gerber & Eisenberg,1994,3299.6,48,0.9,1
Irell & Manella,1994,3074.8,49,0.9,5
Ropes & Gray,1994,2746.9,50,0.8,6
Chadbourne & Parke,1994,2570.1,51,0.7,4
"Mitchell, Silberberg & Knupp",1994,2439.7,52,0.7,2
Fulbright & Jaworski,1994,2337.4,53,0.7,7
Dow Lohnes & Albertson,1994,2296,54,0.6,1
Schulte Roth & Zabel LLP,1994,2251.4,55,0.6,3
"Dewey, Ballantine, Bushby, Palmer & Wood",1994,2223.6,56,0.6,6
Hogan & Hartson,1994,2122.4,57,0.6,7
Whitman Breed Abbott & Morgan,1994,2104,58,0.6,1
"Rubin, Baum, Levin, Constant, Friedman & Bilzin",1994,2094.4,59,0.6,1
"Dyer, Ellis, Joseph & Mills",1994,2083.6,60,0.6,3
Winthrop Stimson Putnam & Roberts,1994,2018,61,0.6,5
Andrews Kurth LLP,1994,1989.8,62,0.6,8
Hunton & Williams,1994,1812.1,63,0.5,5
Gray Cary Ware & Freidenrich,1994,1756.9,64,0.5,14
"Potter, Anderson & Corroon",1994,1718.9,65,0.5,4
McGuire Woods Battle & Boothe,1994,1712.8,66,0.5,5
King & Spalding,1994,1704.9,67,0.5,6
Hutchins Wheeler & Dittmar,1994,1702.7,68,0.5,1
Lionel Sawyer & Collins,1994,1695.7,69,0.5,1
"Calfee, Halter & Griswold (OH)",1994,1693.3,70,0.5,2
Sutherland Asbill & Brennan LLP,1994,1666.5,71,0.5,3
Goodwin Procter & Hoar,1994,1664.5,72,0.5,7
Sidley & Austin,1994,1568.6,73,0.4,8
Hale & Dorr LLP,1994,1561.6,74,0.4,4
"Chadbourne, Parke, Whiteside & Wolff",1994,1558.9,75,0.4,1
"Thompson, Hine & Flory",1994,1550.8,76,0.4,2
"Satterlee, Stephens, Burke & Burke",1994,1550,77,0.4,1
"Collier, Shannon, Rill & Scott",1994,1505,78,0.4,1
"Akin, Gump, Strauss, Hauer & Feld",1994,1468.7,79,0.4,3
"Kramer Levin Naftalis Nessen, Kamin & Frankel",1994,1435.4,80,0.4,1
Dechert Price & Rhoads,1994,1400,81,0.4,2
Bryan Cave LLP,1994,1392,82,0.4,2
Hughes Hubbard & Reed,1994,1348.4,83,0.4,2
Werbel McMillin & Carnelutti,1994,1316.9,84,0.4,1
Sherman & Howard,1994,1260.8,85,0.4,1
McAfee & Taft,1994,1248.9,86,0.4,4
"Popham, Haik, Schnobrich &Kaufman, Ltd.",1994,1160.3,87,0.3,2
"Keating, Muething & Klekamp",1994,1124.3,88,0.3,3
Greenberg Traurig Hoffman Lipoff Rosen & Quentel,1994,1113.9,89,0.3,2
Perkins Coie,1994,1057,90,0.3,2
Reboul MacMurray Hewitt Maynard & Kristol,1994,1049.8,91,0.3,3
Gordon Altman Butowsky Weitzen Shalov & Wein,1994,1033,92,0.3,1
"Lewis, Rice & Fingersh",1994,1018.2,93,0.3,12
"Johnson & Wortley, P.C.",1994,1004,94,0.3,1
Pennie & Edmonds,1994,1000,95*,0.3,1
Cowan Liebowitz & Latman,1994,1000,95*,0.3,1
Morgan Lewis & Bockius,1994,990.4,97,0.3,8
Clifford Chance,1994,970.2,98,0.3,2
Jenkens & Gilchrist,1994,963.6,99,0.3,3
"Taft, Stettinius & Hollister",1994,955.1,100,0.3,3
"Blum, Propper & Hardacre",1994,933.1,101,0.3,1
Winston & Strawn,1994,919.4,102,0.3,3
Lovell White Durrant,1994,901.5,103,0.3,1
"Paul, Hastings, Janofsky & Walker",1994,900,104,0.3,2
Fisher & Phillips,1994,893,105*,0.3,1
Mudge Rose Gutherie Alexander & Ferdon,1994,893,105*,0.3,1
Shook Hardy & Bacon,1994,883.8,107,0.3,3
Holme Roberts & Owen,1994,883.5,108,0.3,2
Oppenheimer Wolff & Donnelly,1994,880.8,109,0.2,2
Snell & Smith,1994,861.1,110,0.2,2
Stroock & Stroock & Lavan,1994,843.9,111,0.2,5
Eckert Seamans Cherin & Mellot,1994,834.5,112,0.2,2
Foley Hoag & Eliot LLP,1994,828.2,113,0.2,2
Mayor Day Caldwell & Keeton LLP,1994,819,114,0.2,1
Oppemheimer Wolff & Donnelly,1994,790.1,115,0.2,1
"Thorp, Reed & Armstrong (PA)",1994,774.8,116,0.2,2
"Davis, Graham & Stubbs",1994,735.3,117,0.2,3
McCarthy Tetrault,1994,717.8,118,0.2,9
Wiley Rein & Fielding,1994,711.5,119,0.2,1
LeBoeuf Lamb Greene & MacRae,1994,676.3,120,0.2,4
Shereff Friedman Hoffman & Goodman,1994,642.4,121,0.2,1
Bingham Dana & Gould,1994,639.6,122,0.2,4
Davies Ward & Beck,1994,623.9,123,0.2,2
"Cadwalader, Wickersham & Taft",1994,612.5,124,0.2,1
"Benesch, Friedlander, Coplan & Aronoff",1994,586.8,125,0.2,1
Bell Boyd & Lloyd,1994,585.7,126,0.2,3
"Ivester, Skinner and Camp",1994,585.5,127*,0.2,1
"Wright, Lindsey & Jennings",1994,585.5,127*,0.2,1
"Muldoon, Murphy & Faucette",1994,582.1,129,0.2,5
Harney Westwood & Riegels,1994,575,130*,0.2,1
Piergrossi Villa Manca Manfredonia,1994,575,130*,0.2,1
Haythe & Curley,1994,564.9,132,0.2,1
Foley & Lardner,1994,550.9,133,0.2,5
Hughes & Luce LLP,1994,550.8,134,0.2,1
"Tory, Tory, DesLauriers",1994,547,135,0.2,2
Blake Cassels & Graydon,1994,545,136,0.2,2
Thompson & Mitchell,1994,543.5,137,0.2,5
Patterson Belknap Webb & Tyler,1994,533.1,138,0.2,1
Snell & Wilmer,1994,528.6,139,0.2,2
Simmons & Simmons,1994,528.4,140,0.2,1
Faegre & Benson,1994,527.4,141,0.2,3
Smith Helms Mulliss & Moore,1994,518.5,142,0.1,3
Stevens & Lee P.C.,1994,513,143,0.1,3
Vedder Price Kaufman & Kammholz,1994,509.4,144,0.1,6
Johnson & Gibbs,1994,504.7,145*,0.1,4
Mallesons Stephen Jaques,1994,504.7,145*,0.1,3
Freehill Hollingdale & Page,1994,504.7,145*,0.1,3
Steel Hector & Davis (FL),1994,504.1,148,0.1,3
Osler Hoskin & Harcourt LLP,1994,468,149,0.1,2
Alston & Bird,1994,467.8,150,0.1,6
Pitney Hardin,1994,451.4,151,0.1,5
Thompson & Knight PC,1994,450.2,152,0.1,2
Freshfields,1994,450,153*,0.1,1
Parker Poe Adams & Bernstein,1994,450,153*,0.1,1
Brownstein Zeidman & Lore,1994,444.3,155,0.1,2
Shack & Siegel P.C.,1994,441.8,156,0.1,1
"Riordan, Caps, Carbone & Mckinze",1994,435.4,157*,0.1,1
"Frankfurt, Garbus, Klein & Selz",1994,435.4,157*,0.1,1
Stearns Weaver Miller Weissler Alhadeff,1994,428.5,159,0.1,1
Lane & Altman,1994,423.9,160,0.1,1
Edwards & Angell,1994,420.5,161,0.1,1
"Polsinelli, White, Vardeman*",1994,400,162,0.1,1
"Miller, Eggleston & Rosenberg",1994,394,163*,0.1,1
"Tonkon, Torp, Galen, Marmaduke",1994,394,163*,0.1,1
Dickinson Wright Moon Van Dusen,1994,390.9,165,0.1,2
Womble Carlyle Sandridge & Rice PLLC,1994,386.9,166,0.1,1
Bass Berry & Sims PLC,1994,378.8,167,0.1,2
Field Fisher Waterhouse,1994,375,168,0.1,1
Proskauer Rose Goetz & Mendelson,1994,369.3,169,0.1,3
Blumenthal & Lynne,1994,365.8,170,0.1,1
Housley Goldberg & Kantarian,1994,364.8,171,0.1,6
Bradley Arant Rose & White LLP,1994,364.4,172,0.1,3
Heller Ehrman White & McAuliffe,1994,357.3,173*,0.1,1
Hill & Barlow,1994,357.3,173*,0.1,1
Dykema Gossett,1994,356.6,175,0.1,2
Ballard Spahr Andrews & Ingersoll,1994,354.6,176,0.1,3
Stradley Ronon Stevens & Young,1994,352.7,177,0.1,2
Witfield & Eddy,1994,349.2,178,0.1,1
Drinker Biddle & Reath LLP,1994,344.3,179,0.1,1
Donovan Leisure Newton & Irvine,1994,331,180,0.1,1
Rogers & Wells,1994,330.9,181,0.1,2
Howard Darby Levin,1994,328.4,182,0.1,1
Nutter McClennen & Fish,1994,320,183*,0.1,1
The Nathanson Group,1994,320,183*,0.1,1
"Silver, Freedman & Taff",1994,313.3,185,0.1,6
"Choate, Hall & Stewart LLP",1994,311.2,186,0.1,2
"Brooks, Pierce, McLendon, Humphrey & Leonard",1994,303.4,187,0.1,3
Mcdermott & Trayner,1994,300,188,0.1,1
Chapman Tripp,1994,298.8,189,0.1,1
Squire Sanders & Dempsey (US) LLP,1994,291.6,190,0.1,3
Olshan Grundman Frome & Rosenzweig,1994,287.1,191,0.1,1
Munger Tolles & Olson,1994,286.6,192,0.1,2
Ward & Smith,1994,286.2,193,0.1,5
"Hull, Towill, Norman & Barrett",1994,275,194,0.1,1
Gardere & Wynne,1994,271.7,195,0.1,2
Manatt Phelps & Phillips,1994,265.3,196,0.1,2
M & M Bomchil,1994,265,197,0.1,1
Lippes Silverstein Mathias & Wexler,1994,264.4,198,0.1,1
Pepper Hamilton & Scheetz,1994,260,199,0.1,1
"Allen, Matkins, Leck & Mallory LLP",1994,255.7,200,0.1,1
"Skadden, Arps, Slate, Meagher & Flom",1995,165101.6,1,29.2,137
"Cravath, Swaine & Moore",1995,129509.6,2,22.9,59
Sullivan & Cromwell,1995,105079.7,3,18.6,88
Wachtell Lipton Rosen & Katz,1995,96763.8,4,17.1,53
Richards Layton & Finger,1995,89413.4,5,15.8,37
Fried Frank Harris Shriver & Jacobson,1995,84716.8,6,15,64
Shearman & Sterling,1995,77428.2,7,13.7,73
Simpson Thacher & Bartlett,1995,67434.8,8,11.9,51
Milbank Tweed Hadley & McCloy,1995,43327.2,9,7.7,9
Weil Gotshal & Manges,1995,43300.2,10,7.7,24
Davis Polk & Wardwell,1995,43047.3,11,7.6,62
Cleary Gottlieb Steen & Hamilton,1995,41801.9,12,7.4,31
Dewey Ballantine,1995,41616,13,7.4,14
Baker & Botts,1995,35849,14,6.3,10
Kirkland & Ellis,1995,29937.1,15,5.3,5
Hughes & Luce LLP,1995,28002.3,16,5,2
"Prickett, Jones, Elliot, Kristol & Schnee",1995,27973.5,17,5,1
Debevoise & Plimpton,1995,27291.1,18,4.8,35
Sidley & Austin,1995,23843.9,19,4.2,26
Wilmer Cutler & Pickering,1995,19411.7,20,3.4,2
White & Case LLP,1995,17702,21,3.1,23
Morris Nichols Arsht & Tunnell,1995,17091.7,22,3,12
Latham & Watkins,1995,15206.7,23,2.7,66
Jones Day Reavis & Pogue,1995,15037.6,24,2.7,26
"Paul, Weiss",1995,13616.8,25,2.4,9
"Dewey, Ballantine, Bushby, Palmer & Wood",1995,13396.9,26,2.4,5
Brobeck Phleger & Harrison LLP,1995,12381.8,27,2.2,8
Morgan Lewis & Bockius,1995,11661.9,28,2.1,14
Arnold & Porter,1995,10947.9,29,1.9,39
Willkie Farr & Gallagher,1995,10728.8,30,1.9,33
Chadbourne & Parke,1995,9166.7,31,1.6,6
Freshfields,1995,8538.3,32,1.5,8
Alston & Bird,1995,8385.5,33,1.5,12
Mannheimer Swartling Advokatbyra,1995,6989.1,34*,1.2,1
Advokatfirman Vinge,1995,6989.1,34*,1.2,1
Gibson Dunn & Crutcher,1995,6975.1,36,1.2,50
Dechert Price & Rhoads,1995,6893.8,37,1.2,3
Sutherland Asbill & Brennan LLP,1995,6766.5,38,1.2,4
General Counsel,1995,5504.4,39,1,2
Cahill Gordon & Reindel,1995,4799.6,40,0.9,5
Holme Roberts & Owen,1995,4124.2,41,0.7,3
"Parsons, Behle & Latimer",1995,4036.5,42,0.7,1
Wilson Sonsini Goodrich & Rosati,1995,3937.3,43,0.7,13
Hogan & Hartson,1995,3782.6,44,0.7,13
Andrews Kurth LLP,1995,3738.1,45,0.7,18
Dorsey & Whitney LLP,1995,3571.6,46,0.6,87
Stevens & Lee P.C.,1995,3445.8,47,0.6,3
Bingham Dana & Gould,1995,3365.6,48,0.6,10
Edwards & Angell,1995,3260,49,0.6,6
Allen & Overy,1995,3173.5,50,0.6,3
Stinson Mag & Fizzell,1995,3081,51,0.5,1
Morrison & Foerster,1995,2871.9,52,0.5,8
Haskell Slaughter Young & Lewis,1995,2789.6,53,0.5,7
Sonnenschein Nath & Rosenthal,1995,2657.6,54,0.5,8
Kummer Kaempger Bonner & Renshaw,1995,2516.9,55,0.4,2
Munger Tolles & Olson,1995,2434.2,56,0.4,2
"Wyche,Burgess,Freeman & Parham",1995,2354.5,57,0.4,2
Gray Cary Ware & Freidenrich,1995,2341.6,58,0.4,24
Buchanan Ingersoll Professional Corp,1995,2125,59,0.4,3
Palmer & Dodge,1995,2106.1,60,0.4,4
Denton Hall Burgin & Warrens,1995,2100,61,0.4,1
LeBoeuf Lamb Greene & MacRae,1995,2075.5,62,0.4,2
Smith Helms Mulliss & Moore,1995,2029.9,63,0.4,4
Greenberg Traurig Hoffman Lipoff Rosen & Quentel,1995,1957.6,64,0.4,4
Howard Darby Levin,1995,1799,65,0.3,1
Tory Tory DesLauriers & Binnington,1995,1724.9,66,0.3,2
Fulbright & Jaworski,1995,1708.3,67,0.3,6
"Jaffe, Raitt, Heuer & Weiss",1995,1660.9,68,0.3,1
King & Spalding,1995,1545.1,69,0.3,6
Miller Nash Wiener Hager Carlsen,1995,1476.1,70,0.3,1
Hunton & Williams,1995,1464.1,71,0.3,5
Osler Hoskin & Harcourt LLP,1995,1413.1,72,0.3,2
Foley & Lardner,1995,1389.1,73,0.3,5
"Thompson, Hine & Flory",1995,1353.6,74,0.2,5
Vinson & Elkins LLP,1995,1349.1,75,0.2,6
Kirkpatrick & Lockhart LLP,1995,1329.1,76,0.2,7
"Hinkle, Cox, Eaton, Coffield & Hensley",1995,1224.5,77*,0.2,1
LeBoeuf Lamb Leiby & MacRae,1995,1224.5,77*,0.2,1
Bourne Noll & Kenyon,1995,1212.8,79,0.2,2
"Lewis, Rice & Fingersh",1995,1202.8,80,0.2,8
Winthrop Stimson Putnam & Roberts,1995,1186.7,81,0.2,2
Herbert Smith,1995,1185.1,82,0.2,4
"Silver, Freedman & Taff",1995,1170.5,83,0.2,12
Pillsbury Madison & Sutro,1995,1163.3,84,0.2,8
"Sirote & Permutt, P.C.",1995,1160.7,85,0.2,1
Housley Goldberg & Kantarian,1995,1084.5,86,0.2,8
Jones Walker Waechter Poitevent Carrere & Denegre,1995,1013,87,0.2,3
Hale & Dorr LLP,1995,983,88,0.2,6
"Muldoon, Murphy & Faucette",1995,981.2,89,0.2,8
Perkins Coie,1995,980.2,90,0.2,2
Oppenheimer Wolff & Donnelly,1995,845.3,91*,0.2,1
Reboul MacMurray Hewitt Maynard & Kristol,1995,845.3,91*,0.2,1
Graham & James,1995,818.1,93,0.1,3
Cooley Godward Castro Huddleson & Tatum,1995,803.8,94,0.1,3
Katten Muchin & Zavis,1995,800.2,95,0.1,3
"Abrams, Roberts, Kickstein & Levy",1995,800,96,0.1,1
Ropes & Gray,1995,785.2,97,0.1,2
Goodwin Procter & Hoar,1995,762.4,98,0.1,7
"Bronson, Bronson, McKinnon",1995,755.5,99,0.1,2
Goodman Phillips & Vineberg,1995,739.5,100,0.1,2
Vedder Price Kaufman & Kammholz,1995,710.5,101,0.1,5
Powell Goldstein Frazer & Murphy,1995,708.2,102,0.1,7
"Lange, Simpson, Robinson, & Somerville",1995,682.5,103,0.1,2
Schulte Roth & Zabel LLP,1995,666,104,0.1,2
"Malizia, Spidi, Sloane & Fisch, P.C.",1995,655.9,105,0.1,7
"Stewart, Melvin & Frost",1995,652.7,106,0.1,1
Winston & Strawn,1995,650.7,107,0.1,2
"Buchalter, Nemer, Fields, Chrystie",1995,645.5,108,0.1,2
D'Ancona & Pflaum,1995,621.1,109,0.1,1
Thacher Proffitt & Wood,1995,614.1,110,0.1,2
Stikeman Elliott,1995,606.8,111,0.1,2
Mayer Brown & Platt,1995,600.4,112,0.1,3
Drinker Biddle & Reath LLP,1995,594.5,113,0.1,1
Stradling Yocca Carlson & Rauth,1995,593.1,114,0.1,2
Pepper Hamilton & Scheetz,1995,584.9,115,0.1,4
Testa Hurwitz & Thibeault,1995,578.7,116,0.1,4
Jackson Walker LLP,1995,557,117,0.1,2
Thelen Reid & Priest LLP,1995,550,118,0.1,1
"Elias, Matz, Tiernan & Herrick",1995,531.9,119,0.1,13
Barnes & Thornburg,1995,526.7,120,0.1,5
Riddell Williams Bollit & Walkinshaw,1995,489.3,121,0.1,1
Liddell Sapp Zivley Hill & Laboon,1995,473.9,122,0.1,2
Blackwell Sanders Matheny Weary & Lombardi,1995,469.6,123,0.1,2
"Sheppard, Mullin, Richter & Hampton",1995,463.6,124,0.1,1
Shook Hardy & Bacon,1995,459,125,0.1,1
Fasken Campbell Godfrey,1995,455.7,126,0.1,2
"Potter, Anderson & Corroon",1995,440.2,127,0.1,2
"Baird, Holm, McEachen, Pedersen, Hamann",1995,417.8,128,0.1,2
Cozen & O'Connor,1995,416.5,129,0.1,1
Rudnick & Wolfe,1995,408.3,130,0.1,2
Stuzin & Camner,1995,401.1,131,0.1,2
"Nathan, Woods, Sommers",1995,400,132*,0.1,1
Mayor Day Caldwell & Keeton LLP,1995,400,132*,0.1,1
Bracewell & Patterson,1995,397.2,134,0.1,9
Blake Cassels & Graydon,1995,378.6,135,0.1,2
O'Melveny & Myers,1995,378.2,136,0.1,2
Thompson & Mitchell,1995,372.6,137,0.1,8
Rogers & Wells,1995,369.2,138,0.1,2
"Dykema, Gossett, Spencer, Goodnow & Trigg",1995,361.2,139,0.1,1
"Crosby, Heafey, Roach, May P.C.",1995,360,140*,0.1,1
Hughes Hubbard & Reed,1995,360,140*,0.1,1
"Gallop, Johnson & Neuman",1995,353.3,142,0.1,2
McCarthy Tetrault,1995,347.2,143,0.1,8
Haynes & Boone,1995,344.4,144,0.1,2
"Davis, Graham & Stubbs",1995,337.1,145,0.1,3
Breyer Aguggia,1995,317.6,146,0.1,3
Fredrikson & Byron,1995,310.2,147,0.1,3
Rosenman & Colin,1995,308.5,148,0.1,4
Bearman Talesnick & Clowdus,1995,299.6,149,0.1,1
McGrath North O'Malley & Kratz,1995,297.6,150,0.1,1
"Fennebresque, Clark, Swindell & Hay",1995,291.2,151*,0.1,1
"Tate, Young, Morphis, Bach & Taylor LLP",1995,291.2,151*,0.1,1
Altheimer & Gray,1995,290.7,153,0.1,1
Petree Stockton,1995,286.9,154*,0.1,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,1995,286.9,154*,0.1,1
Mintz Levin Cohn Ferris Glovsky & Popeo,1995,284.7,156,0.1,1
